Machine ID,Machine Type,Operational Time,Maintenance Time,Cool Down Time
M001,Lathe,30,1,1
M002,Lathe,12,5,16
M003,Lathe,24,14,16
M004,Lathe,20,6,16
M005,Lathe,18,12,11
M006,Lathe,16,12,15
M007,Lathe,16,9,10
M008,Lathe,40,17,10
M009,Lathe,30,7,16
M010,Lathe,17,13,22
M011,Grinding,30,10,1
M002,Grinding,30,2,1
M013,Grinding,24,14,16
M014,Grinding,20,6,16
M015,Grinding,18,12,11
M016,Grinding,16,12,15
M017,Grinding,16,9,10
M018,Grinding,40,17,10
M019,Grinding,30,7,16
M020,Grinding,17,13,22
M021,Milling,30,1,1
M022,Milling,12,5,16
M023,Milling,24,14,16
M024,Milling,20,6,16
M025,Milling,18,12,11
M026,Milling,16,12,15
M027,Milling,16,9,10
M028,Milling,40,17,10
M029,Milling,30,7,16
M030,Milling,17,13,22
M031,Shaping,30,1,1
M032,Shaping,12,5,16
M033,Shaping,24,14,16
M034,Shaping,20,6,16
M035,Shaping,18,12,11
M036,Shaping,16,12,15
M037,Shaping,16,9,10
M038,Shaping,40,17,10
M039,Shaping,30,7,16
M040,Shaping,17,13,22
M041,Drilling,30,1,1
M042,Drilling,12,5,16
M043,Drilling,24,14,16
M044,Drilling,20,6,16
M045,Drilling,18,12,11
M046,Drilling,16,12,15
M047,Drilling,16,9,10
M048,Drilling,40,17,10
M049,Drilling,30,7,16
M050,Drilling,17,13,22
M051,Drilling,12,5,16
M052,Drilling,24,14,16
M053,Drilling,20,6,16
M054,Drilling,18,12,11
M055,Drilling,16,12,15
M056,Drilling,16,9,10
M057,Drilling,40,17,10
M058,Drilling,30,7,16
M059,Drilling,17,13,22
M060,Lathe,12,5,16
M061,Lathe,24,14,16
M062,Lathe,20,6,16
M063,Lathe,18,12,11
M064,Lathe,16,12,15
M065,Lathe,16,9,10
M066,Lathe,40,17,10
M067,Lathe,30,7,16
M068,Lathe,17,13,22
M069,Grinding,30,10,1
M070,Grinding,24,14,16
M071,Grinding,20,6,16
M072,Grinding,18,12,11
M073,Grinding,16,12,15
M074,Grinding,16,9,10
M075,Grinding,40,17,10
M076,Grinding,30,7,16
M077,Grinding,17,13,22
M078,Milling,12,5,16
M079,Milling,24,14,16
M080,Milling,20,6,16
M081,Milling,18,12,11
M082,Milling,16,12,15
M083,Milling,16,9,10
M084,Milling,40,17,10
M085,Milling,30,7,16
M086,Milling,17,13,22
M087,Shaping,12,5,16
M088,Shaping,24,14,16
M089,Shaping,20,6,16
M090,Shaping,18,12,11
M091,Shaping,16,12,15
M092,Shaping,16,9,10
M093,Shaping,40,17,10
M094,Shaping,30,7,16
M095,Shaping,17,13,22
M096,Drilling,12,5,16
M097,Drilling,24,14,16
M098,Drilling,20,6,16
M099,Drilling,18,12,11
M100,Drilling,16,12,15
M101,Drilling,16,9,10
M102,Drilling,40,17,10
M103,Drilling,30,7,16
M104,Drilling,17,13,22
M105,Lathe,12,5,16
M106,Lathe,24,14,16
M107,Lathe,20,6,16
M108,Lathe,18,12,11
M109,Lathe,16,12,15
M110,Lathe,16,9,10
M111,Lathe,40,17,10
M112,Lathe,30,7,16
M113,Lathe,17,13,22
M114,Grinding,30,10,1
M115,Grinding,24,14,16
M116,Grinding,20,6,16
M117,Grinding,18,12,11
M118,Grinding,16,12,15
M119,Grinding,16,9,10
M120,Grinding,40,17,10
M121,Grinding,30,7,16
M122,Grinding,17,13,22
M123,Milling,12,5,16
M124,Milling,24,14,16
M125,Milling,20,6,16
M126,Milling,18,12,11
M127,Milling,16,12,15
M128,Milling,16,9,10
M129,Milling,40,17,10
M130,Milling,30,7,16
M131,Milling,17,13,22
M132,Shaping,12,5,16
M133,Shaping,24,14,16
M134,Shaping,20,6,16
M135,Shaping,18,12,11
M136,Shaping,16,12,15
M137,Shaping,16,9,10
M138,Shaping,40,17,10
M139,Shaping,30,7,16
M140,Shaping,17,13,22
M141,Drilling,12,5,16
M142,Drilling,24,14,16
M143,Drilling,20,6,16
M144,Drilling,18,12,11
M145,Drilling,16,12,15
M146,Drilling,16,9,10
M147,Drilling,40,17,10
M148,Drilling,30,7,16
M149,Drilling,17,13,22
M150,Lathe,12,5,16
M151,Lathe,24,14,16
M152,Lathe,20,6,16
M153,Lathe,18,12,11
M154,Lathe,16,12,15
M155,Lathe,16,9,10
M156,Lathe,40,17,10
M157,Lathe,30,7,16
M158,Lathe,17,13,22
M159,Grinding,30,10,1
M160,Grinding,24,14,16
M161,Grinding,20,6,16
M162,Grinding,18,12,11
M163,Grinding,16,12,15
M164,Grinding,16,9,10
M165,Grinding,40,17,10
M166,Grinding,30,7,16
M167,Grinding,17,13,22
M168,Milling,12,5,16
M169,Milling,24,14,16
M170,Milling,20,6,16
M171,Milling,18,12,11
M172,Milling,16,12,15
M173,Milling,16,9,10
M174,Milling,40,17,10
M175,Milling,30,7,16
M176,Milling,17,13,22
M177,Shaping,12,5,16
M178,Shaping,24,14,16
M179,Shaping,20,6,16
M180,Shaping,18,12,11
M181,Shaping,16,12,15
M182,Shaping,16,9,10
M183,Shaping,40,17,10
M184,Shaping,30,7,16
M185,Shaping,17,13,22
M186,Drilling,23,11,15
M187,Drilling,23,11,15
M188,Drilling,23,11,15
M189,Drilling,23,11,15
M190,Drilling,23,11,15
M191,Drilling,23,11,15
M192,Drilling,23,11,15
M193,Drilling,23,11,15
M194,Drilling,23,11,15
M195,Lathe,23,11,15
M196,Lathe,23,11,15
M197,Lathe,23,11,15
M198,Lathe,23,11,15
M199,Lathe,23,11,15
